Temperature,Humidity,Rainfall,Sunlight,Crop_Type,Crop_Stage,Soil_Moisture
29.0,50.21,16.42,Low,Cotton,Flowering,57.6
35.18,67.97,18.07,High,Cotton,Flowering,58.74
37.58,86.06,16.87,Low,Wheat,Harvest,70.7
38.09,83.68,8.44,Moderate,Wheat,Flowering,44.82
36.79,63.52,6.56,Moderate,Sugarcane,Seedling,44.9
30.46,40.23,15.24,High,Maize,Flowering,40.41
30.17,62.77,18.69,Moderate,Cotton,Fruiting,68.48
30.33,61.68,9.0,High,Cotton,Harvest,39.17
20.33,75.04,9.15,High,Rice,Fruiting,52.73
21.7,53.04,8.81,Low,Rice,Seedling,66.35
24.3,66.18,15.92,High,Sugarcane,Seedling,63.83
29.61,57.92,8.64,Moderate,Rice,Flowering,35.92
34.56,61.12,0.4,Low,Sugarcane,Fruiting,29.16
25.22,84.34,13.66,Low,Maize,Vegetative,81.69
27.36,84.38,19.67,High,Cotton,Flowering,64.0
39.53,86.32,6.48,Low,Maize,Fruiting,42.06
34.15,79.55,4.59,Moderate,Maize,Seedling,36.81
34.24,85.06,18.02,High,Sugarcane,Seedling,68.32
34.06,69.39,17.99,Moderate,Rice,Flowering,70.49
36.89,56.52,19.61,High,Wheat,Harvest,56.77
34.11,64.53,14.89,Moderate,Maize,Harvest,66.71
21.43,60.56,15.12,High,Maize,Harvest,59.2
34.97,82.97,17.36,High,Sugarcane,Vegetative,61.28
27.02,40.95,16.8,Low,Rice,Vegetative,65.66
31.56,70.05,1.68,High,Wheat,Seedling,34.61
32.85,65.19,7.38,High,Sugarcane,Fruiting,32.12
27.52,63.74,17.83,Moderate,Maize,Fruiting,60.68
38.91,77.37,4.31,Moderate,Maize,Vegetative,37.63
25.16,65.43,11.95,High,Wheat,Vegetative,48.47
21.44,88.15,3.92,Moderate,Sugarcane,Fruiting,41.34
34.28,77.14,0.96,Low,Rice,Fruiting,29.65
37.33,63.05,17.72,Low,Sugarcane,Vegetative,65.24
38.86,62.22,6.26,Low,Cotton,Harvest,46.78
31.09,84.32,9.77,Moderate,Maize,Fruiting,59.38
37.17,70.66,13.68,High,Wheat,Flowering,51.99
34.26,46.92,7.08,Low,Sugarcane,Fruiting,41.84
37.56,83.46,19.25,Low,Sugarcane,Fruiting,71.79
31.15,54.07,5.3,Low,Rice,Fruiting,36.7
27.09,55.41,8.9,Low,Maize,Seedling,48.75
35.09,78.33,13.03,Low,Rice,Harvest,64.51
35.78,72.17,0.93,Moderate,Rice,Fruiting,23.03
27.14,65.31,4.84,Moderate,Maize,Flowering,34.44
39.66,80.02,13.09,Moderate,Maize,Vegetative,52.55
23.61,50.01,13.54,Moderate,Sugarcane,Seedling,64.0
38.31,73.56,0.27,Low,Maize,Fruiting,19.48
39.99,76.84,1.4,High,Wheat,Flowering,20.5
35.07,58.08,8.43,Low,Cotton,Harvest,46.94
31.83,59.96,6.29,Low,Rice,Harvest,38.99
37.73,65.12,14.98,Moderate,Maize,Fruiting,51.13
26.24,55.32,8.97,Low,Cotton,Fruiting,50.52
33.38,54.03,9.23,High,Sugarcane,Fruiting,37.55
37.17,81.69,10.95,Low,Cotton,Seedling,63.71
34.24,58.44,6.86,High,Cotton,Flowering,22.5
32.84,43.39,14.37,High,Wheat,Vegetative,39.42
23.61,75.22,9.93,Moderate,Rice,Flowering,51.98
29.62,52.1,10.7,Low,Wheat,Seedling,52.53
27.09,50.81,1.76,Moderate,Sugarcane,Seedling,30.38
26.15,83.38,4.26,High,Rice,Flowering,37.73
34.81,56.98,5.22,Moderate,Maize,Vegetative,26.77
26.55,53.12,2.06,High,Wheat,Vegetative,32.76
29.62,51.28,7.15,Low,Cotton,Fruiting,41.04
38.51,83.23,9.58,Low,Wheat,Seedling,63.75
38.37,43.82,13.49,Low,Wheat,Flowering,47.35
23.91,85.04,19.41,Moderate,Cotton,Seedling,82.67
39.02,86.78,15.52,Moderate,Wheat,Seedling,64.79
32.05,57.19,12.45,High,Rice,Harvest,48.27
34.12,73.87,19.47,Low,Cotton,Fruiting,69.98
36.15,81.98,19.46,Low,Sugarcane,Fruiting,71.01
32.42,50.76,4.11,Low,Cotton,Vegetative,34.31
35.24,68.6,10.95,High,Rice,Seedling,55.36
39.21,43.25,5.16,Moderate,Wheat,Flowering,16.99
32.13,80.82,6.24,Low,Rice,Harvest,57.29
31.48,77.23,4.84,Low,Cotton,Seedling,44.41
30.3,47.74,18.09,Moderate,Rice,Seedling,62.61
28.03,49.83,1.68,High,Maize,Flowering,16.35
21.08,43.14,4.47,Low,Rice,Flowering,37.66
29.0,66.64,13.43,Low,Rice,Harvest,73.34
34.81,58.03,10.98,High,Maize,Flowering,38.02
34.83,75.4,4.75,Moderate,Maize,Flowering,29.12
31.17,88.69,11.95,Low,Wheat,Fruiting,69.98
37.15,69.9,6.82,Low,Sugarcane,Flowering,44.2
38.7,85.87,16.07,Low,Sugarcane,Seedling,77.84
34.96,89.11,7.61,High,Rice,Seedling,39.45
35.08,82.01,14.05,High,Wheat,Vegetative,59.08
22.68,77.0,8.09,Low,Sugarcane,Harvest,68.55
23.04,44.19,16.21,Moderate,Sugarcane,Vegetative,66.89
27.62,70.91,15.58,Low,Rice,Harvest,67.55
25.42,68.65,18.65,Low,Rice,Seedling,79.81
24.61,73.1,12.68,High,Maize,Fruiting,49.21
22.65,71.36,0.98,Low,Wheat,Vegetative,36.93
39.2,73.05,18.26,Moderate,Cotton,Flowering,62.58
34.7,52.7,3.83,Moderate,Rice,Vegetative,32.24
21.77,56.73,18.02,Low,Maize,Harvest,84.4
36.06,41.15,18.59,High,Cotton,Fruiting,41.65
27.6,54.4,0.57,Low,Maize,Seedling,35.19
27.17,55.02,9.54,Moderate,Sugarcane,Harvest,57.21
20.83,68.98,5.14,Low,Cotton,Harvest,54.42
28.71,88.15,5.19,Low,Rice,Fruiting,47.16
36.82,61.57,2.69,High,Cotton,Fruiting,20.43
38.53,62.14,17.6,Moderate,Sugarcane,Harvest,62.51
24.75,50.3,13.18,Low,Sugarcane,Vegetative,69.45
22.76,69.58,17.69,Low,Wheat,Harvest,78.7
38.44,64.1,11.78,High,Sugarcane,Seedling,49.45
32.31,50.72,0.33,Moderate,Rice,Flowering,25.8
30.42,79.88,15.31,High,Wheat,Harvest,57.01
34.37,54.49,1.47,High,Rice,Flowering,16.44
31.27,42.39,7.23,Moderate,Sugarcane,Vegetative,38.58
31.77,84.14,19.15,Moderate,Sugarcane,Vegetative,78.19
36.4,56.57,4.42,High,Sugarcane,Fruiting,14.7
31.13,83.23,15.18,Moderate,Cotton,Fruiting,68.82
26.63,74.44,2.98,Low,Maize,Harvest,49.2
37.45,47.94,18.12,High,Cotton,Seedling,59.45
22.22,50.92,4.91,Low,Rice,Fruiting,49.67
30.28,61.35,14.55,High,Sugarcane,Fruiting,57.7
32.78,65.12,12.22,Moderate,Maize,Flowering,55.02
24.38,88.68,14.68,High,Maize,Harvest,68.0
22.93,51.55,12.72,Low,Sugarcane,Flowering,66.46
33.67,75.46,11.99,Low,Cotton,Harvest,60.9
30.75,62.87,5.53,High,Rice,Flowering,38.96
27.72,84.37,18.57,Moderate,Sugarcane,Flowering,78.16
36.78,72.6,15.8,High,Sugarcane,Fruiting,48.23
24.48,70.66,7.11,Moderate,Rice,Flowering,51.71
28.72,84.34,12.23,Moderate,Cotton,Harvest,62.06
38.71,40.4,16.18,High,Wheat,Flowering,45.53
36.36,43.05,2.21,Low,Rice,Seedling,33.83
26.55,63.77,12.79,Low,Maize,Vegetative,59.05
25.62,67.07,14.9,Moderate,Cotton,Vegetative,66.08
28.2,42.44,12.57,Moderate,Sugarcane,Seedling,61.1
36.09,83.71,19.42,Moderate,Rice,Vegetative,68.11
26.0,40.25,16.77,Moderate,Wheat,Fruiting,62.13
27.49,84.06,7.98,High,Sugarcane,Seedling,58.64
26.53,53.63,17.62,Moderate,Wheat,Harvest,62.1
27.86,70.75,8.75,Moderate,Sugarcane,Vegetative,52.12
20.96,56.64,4.12,High,Maize,Harvest,39.46
22.14,74.54,14.21,Moderate,Sugarcane,Fruiting,69.73
38.51,47.68,10.03,High,Rice,Vegetative,42.26
37.59,87.46,19.4,High,Wheat,Harvest,63.78
20.39,64.86,6.8,Moderate,Cotton,Vegetative,45.54
23.17,49.12,5.2,High,Maize,Fruiting,32.28
30.24,54.43,7.91,Moderate,Cotton,Harvest,47.97
20.45,64.02,6.87,High,Cotton,Harvest,53.97
32.14,43.23,9.67,Moderate,Rice,Vegetative,43.69
33.76,54.95,15.87,High,Wheat,Flowering,44.69
22.01,85.88,12.4,Low,Cotton,Vegetative,74.71
32.88,73.15,9.52,Moderate,Sugarcane,Fruiting,44.19
35.6,69.12,0.73,Low,Maize,Flowering,25.71
32.26,72.43,14.17,High,Maize,Vegetative,63.84
28.64,63.54,9.85,Moderate,Sugarcane,Harvest,46.62
22.82,40.13,11.65,High,Rice,Fruiting,42.89
38.99,52.05,17.3,Moderate,Wheat,Flowering,53.98
29.33,89.71,13.28,Low,Rice,Flowering,69.96
29.25,82.94,15.33,High,Maize,Vegetative,66.82
36.37,72.96,13.88,Moderate,Wheat,Vegetative,54.97
27.31,88.1,6.74,Moderate,Rice,Vegetative,50.89
32.96,76.56,9.76,Low,Sugarcane,Harvest,54.33
32.97,63.38,12.39,Moderate,Wheat,Vegetative,59.67
30.73,88.34,6.99,Low,Cotton,Flowering,52.07
31.96,81.64,7.24,High,Rice,Fruiting,38.29
23.11,84.9,10.62,Moderate,Rice,Vegetative,62.91
24.77,77.08,13.1,High,Maize,Fruiting,49.16
20.36,45.09,8.01,High,Sugarcane,Seedling,41.93
39.58,73.47,9.78,High,Wheat,Flowering,30.88
26.99,55.97,6.8,Low,Cotton,Vegetative,49.15
25.67,75.69,8.05,Low,Sugarcane,Seedling,55.94
36.49,45.04,1.56,Moderate,Cotton,Seedling,26.3
20.79,45.24,14.99,Moderate,Sugarcane,Harvest,68.57
25.39,41.67,10.86,High,Cotton,Vegetative,52.19
26.25,74.0,7.96,High,Wheat,Seedling,53.7
27.3,80.52,4.73,High,Cotton,Fruiting,36.84
33.54,57.65,3.96,Moderate,Sugarcane,Vegetative,31.06
33.48,57.8,10.54,Moderate,Rice,Fruiting,36.67
22.56,66.7,4.29,Low,Wheat,Vegetative,55.21
36.41,77.66,12.24,Low,Maize,Vegetative,52.85
29.36,82.86,3.3,High,Maize,Harvest,33.26
28.1,73.62,4.5,Moderate,Cotton,Fruiting,38.57
36.4,43.13,13.89,High,Rice,Vegetative,46.63
37.08,84.57,0.22,Low,Sugarcane,Vegetative,40.06
35.48,61.85,7.3,Low,Sugarcane,Seedling,47.45
39.49,57.14,18.97,High,Sugarcane,Vegetative,62.63
29.42,69.56,5.29,Low,Wheat,Harvest,53.79
30.46,61.46,11.67,Low,Wheat,Vegetative,66.05
35.94,48.31,5.28,High,Wheat,Flowering,28.22
36.1,44.13,2.16,Moderate,Cotton,Harvest,28.01
22.93,56.66,12.37,Moderate,Sugarcane,Flowering,55.09
25.28,71.46,7.55,Moderate,Wheat,Vegetative,49.82
36.38,54.01,18.49,Low,Cotton,Seedling,73.53
33.75,73.29,15.29,High,Maize,Seedling,55.05
38.43,49.38,19.33,High,Maize,Vegetative,48.52
31.05,72.4,10.8,High,Cotton,Vegetative,48.75
39.02,61.44,6.02,Low,Cotton,Flowering,41.25
38.78,53.01,13.42,Low,Rice,Seedling,51.58
30.44,49.92,6.47,Low,Rice,Seedling,40.81
23.38,50.35,7.78,Low,Rice,Harvest,52.22
35.55,86.01,9.37,Moderate,Rice,Harvest,44.15
28.44,73.25,8.71,High,Wheat,Fruiting,41.42
34.81,58.66,9.66,High,Sugarcane,Seedling,44.19
23.71,44.69,2.95,Moderate,Cotton,Harvest,40.46
27.9,42.47,6.0,High,Sugarcane,Harvest,28.18
24.52,81.36,3.24,Moderate,Maize,Fruiting,38.03
28.59,54.93,11.78,Low,Sugarcane,Seedling,57.69
38.12,77.64,12.18,Low,Sugarcane,Flowering,59.33
31.38,88.26,14.39,Moderate,Rice,Vegetative,63.81
26.73,73.1,2.29,High,Sugarcane,Seedling,30.56
21.38,83.17,11.17,Low,Wheat,Fruiting,75.32
22.84,59.56,19.09,Moderate,Maize,Vegetative,69.48
26.64,52.33,11.97,High,Sugarcane,Vegetative,54.22
26.82,48.59,15.92,Low,Wheat,Seedling,67.92
34.7,77.84,11.01,High,Sugarcane,Flowering,49.5
30.29,47.08,16.86,High,Wheat,Vegetative,60.35
27.36,51.54,10.07,Moderate,Wheat,Harvest,51.95
20.09,58.1,4.79,Moderate,Rice,Fruiting,38.88
38.37,58.87,4.35,High,Maize,Seedling,19.95
23.26,44.07,0.94,Low,Wheat,Harvest,31.59
21.74,56.52,10.26,High,Cotton,Fruiting,48.2
20.24,51.03,16.16,High,Sugarcane,Seedling,65.55
29.86,82.85,13.99,Low,Rice,Flowering,65.32
29.04,42.85,11.46,Low,Wheat,Flowering,56.4
33.97,40.24,1.86,Moderate,Maize,Harvest,27.93
35.22,71.56,11.81,Low,Wheat,Fruiting,52.44
25.18,77.8,9.07,Moderate,Sugarcane,Fruiting,59.0
28.71,43.03,7.76,Low,Maize,Flowering,49.08
33.12,75.72,11.74,High,Sugarcane,Vegetative,56.53
32.78,63.62,4.73,Low,Wheat,Vegetative,38.5
35.82,77.42,14.45,Moderate,Maize,Fruiting,62.7
25.28,83.41,2.33,Low,Maize,Harvest,45.42
30.67,42.16,6.07,Moderate,Wheat,Seedling,38.13
39.82,59.35,17.13,Moderate,Wheat,Fruiting,46.46
31.89,82.44,17.82,Moderate,Cotton,Flowering,73.27
28.27,45.87,2.15,Moderate,Cotton,Fruiting,24.15
37.62,58.1,13.47,Moderate,Sugarcane,Flowering,46.35
30.23,79.51,3.03,Moderate,Cotton,Vegetative,37.07
26.76,87.16,13.61,Low,Cotton,Seedling,77.42
25.16,74.26,10.57,Moderate,Sugarcane,Seedling,66.89
27.58,69.51,11.95,High,Sugarcane,Seedling,51.57
22.64,60.49,10.96,Low,Cotton,Fruiting,65.28
37.81,61.95,7.49,Low,Wheat,Harvest,44.86
36.51,47.22,4.46,Moderate,Cotton,Vegetative,34.84
36.16,86.14,1.4,Low,Rice,Fruiting,39.14
39.77,46.16,11.08,Moderate,Wheat,Vegetative,42.98
20.65,66.98,18.02,Low,Maize,Vegetative,76.84
23.85,87.08,4.84,Low,Wheat,Harvest,58.12
24.6,54.0,0.45,Moderate,Rice,Fruiting,28.57
39.49,75.39,13.6,Low,Sugarcane,Harvest,57.45
22.61,57.05,10.75,Moderate,Maize,Vegetative,58.26
21.81,65.29,4.85,High,Rice,Seedling,48.38
37.23,53.25,10.62,High,Maize,Flowering,35.06
35.6,57.03,2.13,High,Cotton,Seedling,20.41
27.24,88.15,18.09,High,Rice,Flowering,65.41
28.88,78.01,6.05,Low,Maize,Flowering,53.42
29.59,82.98,19.02,High,Cotton,Fruiting,68.78
20.55,49.02,4.57,High,Wheat,Vegetative,31.28
37.75,85.85,0.68,Low,Cotton,Flowering,33.01
39.29,86.13,19.03,High,Wheat,Harvest,70.25
31.32,78.84,3.19,High,Sugarcane,Vegetative,39.84
33.99,52.58,3.15,Moderate,Cotton,Flowering,30.27
23.47,80.87,9.48,High,Cotton,Fruiting,48.3
22.3,40.42,3.89,Low,Cotton,Harvest,41.95
29.42,40.97,1.57,Low,Wheat,Harvest,31.01
26.77,43.96,18.78,Low,Wheat,Seedling,67.4
37.75,58.04,7.33,Moderate,Rice,Fruiting,29.74
29.97,46.87,17.3,Low,Rice,Flowering,61.64
22.63,63.32,13.0,Low,Rice,Flowering,59.23
33.62,68.56,5.06,Low,Rice,Vegetative,49.69
27.96,64.06,18.17,Moderate,Maize,Harvest,77.74
36.1,50.08,11.46,Moderate,Cotton,Fruiting,35.62
24.76,67.77,7.96,High,Rice,Fruiting,35.82
21.76,52.98,8.91,High,Wheat,Vegetative,41.24
29.71,53.39,13.27,Moderate,Cotton,Seedling,59.38
29.21,44.78,0.89,Low,Cotton,Fruiting,26.97
39.62,88.77,13.39,Low,Cotton,Vegetative,61.0
31.43,42.31,16.97,Low,Cotton,Flowering,53.9
24.54,47.47,11.3,Low,Maize,Harvest,60.83
23.95,63.83,6.81,Low,Cotton,Seedling,53.47
39.29,71.58,7.44,Moderate,Rice,Seedling,41.28
24.22,70.22,8.87,Moderate,Cotton,Vegetative,62.78
38.08,63.33,16.61,Moderate,Maize,Seedling,69.0
39.26,85.74,5.98,Moderate,Wheat,Harvest,40.06
27.71,57.29,1.59,High,Wheat,Seedling,24.36
33.06,87.62,19.36,Moderate,Sugarcane,Vegetative,80.59
32.92,75.41,9.22,Low,Maize,Flowering,46.63
26.11,71.48,6.85,Moderate,Cotton,Fruiting,45.93
23.3,88.72,7.53,Moderate,Rice,Flowering,61.01
35.05,82.57,4.46,High,Rice,Vegetative,37.36
31.43,78.14,4.53,High,Rice,Flowering,27.27
29.42,83.21,19.22,High,Rice,Seedling,75.79
20.19,43.29,13.98,Moderate,Wheat,Fruiting,56.23
25.76,48.39,7.64,High,Wheat,Vegetative,37.57
31.88,86.14,4.42,High,Wheat,Seedling,42.59
21.69,87.87,18.46,High,Rice,Seedling,83.48
22.97,52.09,18.88,Low,Sugarcane,Vegetative,82.9
27.92,85.57,5.17,Moderate,Sugarcane,Harvest,56.22
20.25,40.58,1.32,Moderate,Wheat,Harvest,37.63
24.35,56.5,10.55,High,Maize,Fruiting,50.5
23.27,68.76,12.75,High,Maize,Harvest,57.74
28.31,74.68,15.75,Low,Maize,Vegetative,79.21
20.4,48.44,8.63,Low,Maize,Fruiting,55.86
24.73,56.22,0.85,Low,Wheat,Harvest,38.96
31.49,75.16,12.72,Moderate,Maize,Fruiting,53.85
37.29,72.25,6.02,Moderate,Cotton,Fruiting,31.08
34.75,56.24,5.2,Low,Maize,Vegetative,41.77
22.5,70.96,11.97,High,Rice,Fruiting,53.71
27.27,83.15,18.92,Low,Cotton,Vegetative,80.65
24.62,68.73,11.75,Moderate,Maize,Vegetative,64.6
33.44,83.26,15.82,High,Maize,Vegetative,62.24
31.16,51.12,9.13,Low,Cotton,Seedling,57.76
24.93,86.71,4.65,Moderate,Wheat,Vegetative,43.11
39.72,61.16,2.03,Low,Wheat,Flowering,30.17
38.67,41.08,11.4,Moderate,Wheat,Fruiting,30.98
24.83,57.34,6.48,Low,Sugarcane,Seedling,46.6
36.43,56.33,16.38,Moderate,Rice,Flowering,60.95
26.49,82.96,1.08,High,Maize,Seedling,33.45
23.05,72.38,13.74,Moderate,Maize,Fruiting,60.39
21.57,71.03,7.43,Moderate,Rice,Vegetative,51.53
30.21,80.63,18.83,High,Rice,Harvest,63.91
24.99,88.86,19.47,Moderate,Rice,Flowering,82.95
24.46,74.43,12.22,Moderate,Rice,Harvest,67.05
29.41,56.66,9.94,Moderate,Maize,Fruiting,52.53
37.88,59.62,15.95,Low,Cotton,Vegetative,69.36
28.19,40.87,15.68,Low,Sugarcane,Vegetative,68.73
21.49,73.48,10.73,Moderate,Sugarcane,Vegetative,59.51
20.19,78.96,9.16,Low,Maize,Seedling,65.31
21.09,70.36,13.19,High,Maize,Fruiting,59.78
29.21,43.87,3.8,Low,Sugarcane,Seedling,45.76
30.1,77.26,11.86,Low,Rice,Seedling,72.85
35.31,60.88,1.92,Low,Wheat,Harvest,27.62
36.62,66.22,11.15,High,Cotton,Vegetative,36.71
35.98,84.79,13.13,Moderate,Wheat,Harvest,59.91
28.15,65.41,14.15,High,Maize,Seedling,59.67
33.7,86.63,18.62,Low,Maize,Seedling,83.57
27.64,89.66,15.17,High,Wheat,Fruiting,62.82
30.48,40.6,18.98,High,Sugarcane,Vegetative,63.74
34.48,89.18,2.25,High,Maize,Fruiting,23.59
23.86,50.54,8.4,Low,Sugarcane,Harvest,49.13
34.49,79.05,19.19,Low,Rice,Fruiting,75.0
39.05,66.02,11.97,High,Cotton,Flowering,33.55
25.11,88.85,12.15,Low,Sugarcane,Fruiting,74.56
25.2,64.04,11.29,Moderate,Sugarcane,Harvest,58.13
28.36,58.63,17.37,Moderate,Sugarcane,Seedling,62.46
26.09,61.56,7.02,High,Maize,Fruiting,33.36
26.07,86.31,1.79,Low,Sugarcane,Vegetative,49.39
22.93,75.99,2.69,High,Maize,Fruiting,32.67
35.82,52.01,9.39,Moderate,Sugarcane,Vegetative,33.9
24.0,58.93,13.75,Moderate,Rice,Harvest,67.25
36.79,45.39,5.66,Moderate,Wheat,Seedling,38.27
22.87,73.24,2.77,Moderate,Maize,Flowering,36.91
33.16,89.84,5.92,Low,Cotton,Seedling,57.1
31.72,67.53,4.18,Moderate,Sugarcane,Fruiting,29.87
30.2,46.76,7.55,Moderate,Wheat,Seedling,37.71
35.87,54.1,10.52,High,Rice,Seedling,34.16
21.59,51.17,3.15,Moderate,Cotton,Vegetative,46.78
29.83,88.68,5.56,Moderate,Cotton,Harvest,56.36
28.26,89.52,8.27,Moderate,Wheat,Harvest,58.35
33.86,57.96,10.44,Moderate,Wheat,Vegetative,44.66
29.05,56.37,8.08,Low,Wheat,Vegetative,46.44
22.59,84.83,5.74,Moderate,Sugarcane,Fruiting,49.23
36.96,87.67,3.69,Low,Maize,Harvest,44.87
20.87,53.12,18.46,High,Wheat,Harvest,74.97
20.24,43.47,8.05,Low,Cotton,Seedling,61.16
24.35,46.35,10.54,Moderate,Maize,Fruiting,49.77
20.67,67.84,15.99,Moderate,Rice,Flowering,63.24
27.82,56.15,11.03,Moderate,Maize,Flowering,43.34
22.89,79.96,5.19,High,Wheat,Flowering,42.68
36.73,49.57,1.41,Moderate,Wheat,Fruiting,11.82
27.34,51.32,1.47,Low,Cotton,Seedling,40.89
27.61,59.03,11.74,Low,Maize,Seedling,64.12
24.97,68.69,0.13,Low,Rice,Flowering,35.18
35.65,44.63,10.03,High,Rice,Seedling,42.97
36.08,70.78,14.67,Moderate,Cotton,Vegetative,64.86
34.53,60.46,11.04,Low,Maize,Seedling,63.3
24.41,43.92,1.86,Low,Cotton,Seedling,32.51
37.16,82.74,12.67,Moderate,Rice,Flowering,59.71
33.95,51.57,6.3,Low,Sugarcane,Harvest,43.87
26.19,62.52,10.05,Moderate,Rice,Harvest,57.83
35.85,80.33,18.05,Moderate,Rice,Flowering,67.7
30.07,66.33,1.38,Low,Rice,Flowering,38.83
27.07,85.52,5.44,Moderate,Wheat,Vegetative,49.29
33.23,63.62,5.38,Low,Sugarcane,Flowering,31.78
24.3,89.66,8.99,Moderate,Cotton,Harvest,63.05
39.39,62.49,12.09,Low,Wheat,Harvest,46.54
24.58,77.39,19.98,Moderate,Rice,Vegetative,86.56
28.09,55.02,0.09,Moderate,Rice,Vegetative,22.92
35.18,62.55,4.67,Low,Cotton,Seedling,39.46
38.51,59.83,1.75,Low,Rice,Seedling,39.93
32.05,72.2,5.91,Low,Wheat,Flowering,39.64
20.75,86.55,0.43,Moderate,Sugarcane,Flowering,47.52
28.0,69.97,17.54,Moderate,Cotton,Harvest,72.63
30.18,65.84,9.35,High,Wheat,Fruiting,46.11
20.51,42.68,17.84,Moderate,Rice,Seedling,70.76
38.99,78.26,4.44,Moderate,Maize,Harvest,42.57
31.91,80.45,16.32,Low,Sugarcane,Harvest,67.16
38.63,43.69,2.13,High,Sugarcane,Seedling,25.77
25.56,41.18,18.44,Moderate,Maize,Flowering,55.85
39.43,57.83,16.98,Moderate,Sugarcane,Flowering,48.8
24.67,73.1,6.06,High,Sugarcane,Flowering,38.51
23.24,68.38,2.18,High,Rice,Vegetative,39.35
27.2,85.34,17.53,Low,Maize,Harvest,84.52
31.71,49.01,12.53,Moderate,Wheat,Fruiting,50.38
39.14,70.67,12.95,Moderate,Wheat,Seedling,62.29
24.33,68.4,6.07,Moderate,Wheat,Flowering,44.52
34.35,47.61,18.36,High,Cotton,Flowering,57.73
27.52,56.48,13.23,High,Wheat,Fruiting,51.58
27.76,62.66,1.85,High,Rice,Vegetative,26.04
24.02,46.22,15.3,High,Sugarcane,Fruiting,60.31
28.61,58.26,11.18,Low,Sugarcane,Vegetative,63.38
29.25,46.26,17.62,Low,Sugarcane,Vegetative,65.67
27.86,80.57,11.15,Low,Maize,Flowering,59.7
28.01,80.98,10.7,High,Sugarcane,Seedling,50.05
25.92,88.86,12.92,Moderate,Sugarcane,Seedling,75.9
24.62,75.87,5.01,Low,Sugarcane,Seedling,58.68
39.71,59.88,14.95,Low,Maize,Flowering,48.1
36.68,72.42,6.59,High,Wheat,Fruiting,39.64
20.14,73.34,15.68,Low,Rice,Seedling,86.47
28.48,60.76,16.92,Moderate,Wheat,Harvest,62.79
25.05,78.57,12.47,High,Rice,Vegetative,67.13
37.11,40.06,13.45,High,Cotton,Vegetative,43.4
23.86,82.68,13.32,Moderate,Cotton,Harvest,61.84
33.61,87.51,18.26,High,Sugarcane,Fruiting,58.58
33.48,50.9,1.23,High,Maize,Harvest,14.19
33.53,87.2,9.32,High,Wheat,Fruiting,50.54
38.77,88.47,14.49,Low,Cotton,Vegetative,60.43
21.44,89.57,10.94,Low,Rice,Fruiting,64.2
21.63,76.36,7.95,Moderate,Rice,Fruiting,51.24
32.76,71.37,14.36,Low,Wheat,Vegetative,64.41
35.29,74.51,8.73,Low,Sugarcane,Harvest,47.36
38.26,70.47,1.32,Moderate,Sugarcane,Flowering,15.68
24.88,51.27,11.55,Low,Cotton,Vegetative,62.42
39.55,47.0,17.99,Low,Sugarcane,Fruiting,63.62
23.5,84.4,4.81,High,Maize,Harvest,51.63
31.35,82.28,3.31,Low,Maize,Vegetative,52.4
28.29,52.86,6.03,High,Maize,Vegetative,40.31
34.94,61.46,14.07,High,Sugarcane,Harvest,44.25
39.44,45.81,6.18,Low,Wheat,Seedling,35.6
20.49,75.38,0.49,High,Sugarcane,Fruiting,25.66
26.68,75.12,11.88,High,Rice,Fruiting,55.51
23.34,64.07,9.58,High,Rice,Vegetative,57.38
31.54,74.4,0.32,High,Maize,Fruiting,30.05
29.36,45.81,3.57,High,Sugarcane,Fruiting,26.71
24.33,49.51,10.17,Low,Cotton,Seedling,53.57
26.39,72.89,11.79,Moderate,Sugarcane,Vegetative,64.24
39.4,79.83,3.91,Moderate,Sugarcane,Harvest,32.08
26.93,68.22,12.87,Low,Maize,Fruiting,58.55
21.71,43.22,13.51,Moderate,Sugarcane,Seedling,56.81
30.55,47.42,7.1,High,Sugarcane,Fruiting,24.07
23.21,87.4,5.83,Low,Wheat,Vegetative,51.97
20.29,42.15,7.96,Low,Rice,Harvest,56.12
31.56,48.31,5.05,High,Cotton,Vegetative,29.54
24.46,85.46,17.29,Low,Rice,Fruiting,82.04
30.43,50.14,3.44,Moderate,Wheat,Fruiting,35.97
35.25,54.53,6.98,Low,Rice,Fruiting,32.65
21.28,62.46,0.45,Moderate,Wheat,Harvest,36.22
36.59,43.47,13.64,Low,Sugarcane,Harvest,55.95
35.24,50.47,7.91,Low,Wheat,Harvest,47.05
26.54,56.6,13.69,Low,Rice,Flowering,67.03
20.65,45.74,6.07,High,Maize,Vegetative,33.62
37.54,50.4,0.95,Low,Sugarcane,Seedling,36.11
22.69,52.03,0.77,High,Cotton,Vegetative,20.2
38.09,73.48,13.66,High,Maize,Vegetative,58.56
26.62,50.24,2.29,Moderate,Cotton,Vegetative,38.4
31.21,83.22,2.24,Moderate,Sugarcane,Vegetative,32.91
36.8,79.23,12.24,High,Sugarcane,Flowering,38.4
24.13,40.07,7.48,Moderate,Rice,Seedling,43.41
28.72,53.2,9.29,Low,Cotton,Flowering,45.06
34.69,67.62,2.0,High,Rice,Fruiting,20.45
22.85,87.27,16.6,Low,Cotton,Seedling,86.8
25.91,45.95,0.12,Low,Cotton,Fruiting,30.17
39.56,60.79,14.62,Low,Rice,Flowering,59.14
34.17,58.62,13.96,High,Wheat,Vegetative,52.53
